establishment_id,establishment_number,establishment_name,duns_number,street,city,state,zip,phone,grant_date,activities,dbas,district,circuit,size,latitude,longitude,county,fips_code
5042,M19194+P19194,"US Foods, Inc.",,4650 West Buckeye Road ,Phoenix,AZ,85043,,4/3/2017,Meat Processing; Poultry Processing,Stock Yards Phoenix,05,0504,Small,33.43715788,-112.1593032,Maricopa County,04013
752,M19198+P19198,"Bakkavor Foods USA, Inc",,2700 Westinghouse Blvd ,Charlotte,NC,28273,(704) 522-1977,3/28/2022,Meat Processing; Poultry Processing,,80,8003,Small,35.132978,-80.94965006,Mecklenburg County,37119
2796,M1920+P15854,"John Hofmeister & Son, Inc",,2386 South Blue Island Ave. ,Chicago,IL,60608,(000) 000-0000,10/7/2021,Meat Processing; Poultry Processing,,50,50IL,Small,41.84934299,-87.67455198,Cook County,17031
261,M19208,Puerto Rico Pork Products,,State Road #420 KM 7.0 Ward Cerro Gordo,Moca,PR,00676,(787) 877-1237,6/11/2012,Meat Processing,,85,8540,Very Small,18.32509675,-67.06459407,Moca,72099
6304,M19209+V19209,"Pacific Coast Container, Inc.",,3629 Duwamish Ave. S. ,Seattle,WA,98134,(206) 622-4030,10/6/2020,Certification - Export; Identification - Meat; Identification - Poultry,PCC Logistics,15,1526,N / A,47.57037601,-122.34431,King County,53033
6167335,M1921+P1921,"Nom Nom Dumplings, LLC.",,168 Bowery ,New York,NY,10012,(646) 763-4242,11/6/2023,Meat Processing; Poultry Processing,,60,6012,Very Small,40.72026434,-73.99428512,New York County,36061
2165,M19212+P19212,Shanghai Egg Rolls Co.,,211 First Ave. ,Beckley,WV,25801-5305,(304) 252-4929,9/10/2015,Meat Processing; Poultry Processing,,80,8018,Very Small,37.77379202,-81.191689,Raleigh County,54081
263,M19222+P19222,Quality Meats Processors,,"Ave. Luis Munoz Marin, Esq. Georgetty Oscar Cash & Carry - Est.19222",Caguas,PR,00726,(787) 743-9191,10/28/2021,Meat Processing; Poultry Processing,"Coronado; Frigorifico y Almacen del Turabo, Inc.; Oscar Super Cash & Carry; Quality Meats; Wholesale Trading, Inc.",85,8544,Very Small,18.22625001,-66.02805997,Caguas,72025
2166,M19232+P19232+V19232,"Bowman & Landes Turkeys, Inc.",,6490 E. Ross Rd ,New Carlisle,OH,45344,(937) 845-9466,8/17/2021,Meat Processing; Poultry Processing; Poultry Slaughter,,50,5022,Small,39.91155865,-84.09611099,Miami County,39109
6167504,M1924+P1924,"Tad-Tony Operations, LLC",,6960 Florida Blvd. ,Baton Rouge,LA,70806,(225) 335-3333,3/28/2024,Meat Processing; Poultry Processing,Louisiana Crave-a-Balls,40,4015,Very Small,30.45105362,-91.11873576,East Baton Rouge Parish,22033
2451,M19252+P19252,The Butcher Block,,2482 MARYLAND HIGHWAY ,Oakland,MD,21550,(301) 334-4140,9/29/2021,Meat Processing; Meat Slaughter; Poultry Processing,,80,8014,Very Small,39.40449401,-79.35721301,Garrett County,24023
6167340,M1926+P1926,Paradox Foods LLC,,1865 Ord Way ,Oceanside,CA,92056,(858) 386-3839,12/6/2023,Meat Processing; Poultry Processing,,05,0518,Small,33.21382199,-117.270202,San Diego County,06073
123336,M19263A+P19263A,"Pulmuone Foods USA, Inc.",,5755 Rossi Lane ,Gilroy,CA,95020,(714) 361-0815,5/22/2014,Meat Processing; Poultry Processing,,05,0519,Small,36.98567301,-121.54806,Santa Clara County,06085
6168308,M19263B+P19263B+V19263B,Pulmuone Foods USA Inc.,,3251 De Forest Circle (Docks 71 to 76) ,Mira Loma,CA,91752,(408) 607-6676,10/22/2024,Certification - Export; Meat Processing; Poultry Processing; Voluntary Processing - Meat; Voluntary Processing - Poultry,CIBO Naturals LLC; Monterey Gourmet Foods; Puluone Wildwood Inc.,05,0525,Small,34.02670202,-117.521483,Riverside County,06065
5046,M19268+P19268,Commercial Food Services,,3481 S West Temple  ,Salt Lake City,UT,84115,,8/17/2021,Meat Processing; Poultry Processing,,15,1531,Very Small,40.69576198,-111.893195,Salt Lake County,49035
6167505,M1927,"Jerky Boys, LLC",,1035 Parkway Drive Suite 4A,Spring Hill,TN,37174,(561) 906-1994,5/9/2024,Meat Processing,,90,9029,N / A,35.74194501,-86.88365999,Maury County,47119
755,M19278+P19278,The Butcher Shop Inc,,1702 Bush River Rd ,Columbia,SC,29210,(803) 772-8706,7/19/2021,Meat Processing; Poultry Processing,,85,8522,Very Small,34.02924002,-81.11458203,Lexington County,45063
756,M19279+P19279,"Mac's Farms Sausage Co., Inc.",,209 Raleigh Rd. ,Newton Grove,NC,28366,(910) 594-0095,1/7/2025,,,80,80NC,Very Small,35.24554524,-78.35588471,Sampson County,37163
6167506,M1928+P1928,Palermo's Villa Inc.,,1015 Industrial Ave. ,Jefferson,WI,53549,(414) 643-0919,2/6/2024,Meat Processing; Poultry Processing,,25,2530,Small,42.99024302,-88.81376796,Jefferson County,55055
126746,M19290+P19290+V19290,"Working H Meats, LLC",,5481 Friendsville Road ,Friendsville,MD,21531,(304) 789-2225,7/20/2021,Meat Processing; Meat Slaughter; Poultry Processing; Poultry Slaughter; Voluntary Processing - Poultry; Voluntary Slaughter - Meat,,80,8018,Very Small,39.63931801,-79.39216999,Garrett County,24023
265,M19292,"Bubba Foods, LLC",,1208 Progress Blvd. ,Elberton,GA,30635,,10/25/2021,Meat Processing,"Eaves Foods, Inc.; PYA/Monarch Inc. Brand",85,8503,Small,34.09579199,-82.90039696,Elbert County,13105
3186,M19299+P19299,"Jennie-O Turkey Store Sales, LLC",,901 North 24th Street ,Montevideo,MN,56265,(320) 269-9871,12/2/2021,Meat Processing; Poultry Processing,"Festive Brand; Hormel Foods Corporation; Jennie-O; Jennie-O Foods, Inc.; Jennie-O Turkey Store, Inc.; Jerome Foods, Inc.; Jerome Golden Glo; Norwestern Deli; The Turkey Store, Inc.; West Central Turkeys, LLC",25,2504,Small,44.953645,-95.69904703,Chippewa County,27023
1584,M1930+P4009+V1930,"Dairyland Produce, LLC",,11.5 Industrial Drive ,Mattapoisett,MA,02739,(617) 269-6700,1/7/2022,Certification - Export; Meat Processing; Poultry Processing; Voluntary Processing - Meat; Voluntary Processing - Poultry; Voluntary Processing - Rabbit,Allen Brothers New England,60,6029,Very Small,41.67746247,-70.81314231,Plymouth County,25023
2717,M19300+P19300+V19300,Skyline Provisions,,374 E. 167th Street ,Harvey,IL,60426,(708) 459-3727,8/16/2021,Identification - Meat; Meat Processing; Poultry Processing; Voluntary Processing - Meat,Chicago Premier Meats; Chicago Steaks; D&S Meats; Prince Meats,50,5013,Small,41.58580799,-87.63482101,Cook County,17031
6166977,M19300A+P19300A,Hospitality Innovations Brands Concepts,927029611,130 E State St. ,Calumet City,IL,60409,(973) 715-6511,5/22/2023,Meat Processing; Poultry Processing,,50,5013,Very Small,41.622869,-87.52745101,Cook County,17031
6167345,M1932+P1932,R & V Products Distributors Inc.,,2940 Hoover Ave ,National City,CA,91950,(619) 765-2610,9/19/2023,Meat Processing; Poultry Processing,,05,0518,Small,32.656495,-117.103166,San Diego County,06073
6167346,M1933+P1933,Sierra Skins Inc.,,1000 E. Washington Blvd. #107 ,Los Angeles,CA,90021,(323) 842-0350,9/21/2023,Meat Processing; Poultry Processing,,05,0535,,34.02539302,-118.25338,Los Angeles County,06037
3493,M19336,Nebraska Beef Ltd.,,4501 So. 36th Street ,Omaha,NE,68107,(402) 733-7000,5/4/2017,Meat Processing; Meat Slaughter,,15,1522,Large,41.21451298,-95.96656302,Douglas County,31055
2919,M19339+P19339+V19339,Vanee Foods Company,,2759 South 25th Ave. ,Broadview,IL,60155,(708) 236-7068,8/11/2021,Certification - Export; Meat Processing; Poultry Processing; Voluntary Processing - Meat; Voluntary Processing - Poultry,Joseph's Food Products Co. Inc.,50,5006,Small,41.85364198,-87.86099996,Cook County,17031
520,M19340+P19340,Bromley Meats,,500 N.E. 185 Street ,Miami,FL,33179,(305) 635-8680,10/8/2021,Meat Processing; Poultry Processing,,85,8535,Small,25.94446802,-80.19070804,Miami-Dade County,12086
12154,M1936+P1936,Smithfield Packaged Meats Corp.,005213772,1780 Smithfield Way ,Kinston,NC,28504,(252) 208-4700,6/16/2021,Meat Processing; Poultry Processing,"814 America; Aberdeen; Agar Foods; American Farms; Ark Valley; Armour; Armour Eckrich Meats, LLC; Armour Food Company; Carando; Clougherty Packing, LLC; Cook's Ham; Cook's Ham, Inc.; Country Lean; Curly's; Curly's Foods; Decker Food Company; Eastbay Packing Co.; Eckrich; FJ Foodservice, LLC; Farmer John; Farmland; Farmland Foods, Inc.; Farmstead; Golden Crisp Premium Foods; Gwaltney; Healthy Ones; Hunter Krey Packing Co.; Hunter Packing Co.; Jamestown; John Morrell; John Morrell & Co.; Kneip; Krakus; Krakus Foods International; Kretschmar; Kretschmar Brands, Inc.; Kretschmar Deli; Krey Packing Co.; Lakeview; Lundy's; Maple River Brand; Margherita; Mohawk Packing; Mohawk Provision, Inc.,; Moseys; Moyer Packing Co.; Northside Foods; OhSe; Partridge Meats, Inc.; Patrick Cudahy; Patrick Cudahy, LLC; Peyton Packing Co., Inc.; Premium Farms; Premium Pet Health; Premium Standard Farms; Pruden Packing Co.; Pure Farms; Quick-To-Fix; Racorn, Inc.; Rath Blackhawk, Inc.; Rodeo Meats; Rodeo Meats, Inc.; Roegelein; Saag's Products, LLC; Selective Petfood Services, Inc.; Smithfield; Smithfield Farmland Corp.; Smithfield Farmland Sales Corp.; Smithfield Foods, Inc.; Smithfield Fresh Meats; Smithfield Fresh Meats Corp.; Smithfield Fresh Meats Sales Corp.; Smithfield Packaged Meats Corp.; Smithfield Packaged Meats Sales Corp.; Smithfield Packing Co.; Smithfield Pet; Smithield Foods; Spring Hill Brand; Stefano Foods; Stefano's; Sweet Applewood Farms, Inc.; The Smithfield Packing Co., Incorporated; Tiffany Springs Packing Co.; Tobin's First Prize Meat Co., Inc.; Valleydale, Inc.; Village Butcher; Windsor",80,8015,Large,35.26888574,-77.65823712,Lenoir County,37107
2554,M1937+P1937,Steinbach Foods LLC,,4801 S California Ave ,Chicago,IL,60616,(773) 538-1511,2/27/2019,Meat Processing; Poultry Processing,Steinbach Provision Company,50,5003,Very Small,41.80612099,-87.69353599,Cook County,17031
6312,M19376+P19376,Seattle Egg Roll Corp,,106-B Lake Avenue South ,Renton,WA,98055,(425) 226-6256,7/13/2021,Meat Processing; Poultry Processing,,15,1526,Very Small,47.48324902,-122.215339,King County,53033
5517,M19387+P19387+V19387,"Glenoaks Food, Inc.",,11030 Randall Street ,Sun Valley,CA,91352,(818) 768-9091,3/14/2022,Meat Processing; Poultry Processing; Voluntary Processing - Meat,"Broadleaf Venison (USA), Inc.",05,0515,Small,34.23629901,-118.371676,Los Angeles County,06037
6167350,M1939,Mills County Meat Locker,,1119 Parker St. ,Goldthwaite,TX,76844,(325) 938-6052,10/20/2023,Meat Processing; Meat Slaughter,Mills County Meat Company,40,4033,Small,31.45090499,-98.57092201,Mills County,48333
3495,M19393+P19393+V19393,"AMPC, Inc.",,1347 Highway 44 ,Harlan,IA,51537,(712) 755-2370,9/13/2017,Certification - Export; Meat Processing; Poultry Processing,Essentia; Essentia Protein Solutions; Proliant Inc.,25,2518,Small,41.64524201,-95.30491796,Shelby County,19165
2797,M1940+P17937+V1940,Ruprecht Company,,1301 Allanson Road ,Mundelein,IL,60060,(312) 829-4100,10/13/2021,Certification - Export; Identification - Meat; Identification - Poultry; Meat Processing; Poultry Processing,,50,5004,Small,42.25448027,-87.98192442,Lake County,17097
2171,M19409+P19409,"Siemer Distributing Co., Inc.",,1400 Commerce Drive ,New Lexington,OH,43764,(740) 342-3230,1/28/2016,Meat Processing; Poultry Processing,,50,5027,Very Small,39.70854101,-82.185299,Perry County,39127
6167588,M1941+P1941,Sugarloaf Mountain Meats and Processing,,2345 Sugarloaf Mountain Road ,Morehead,KY,40351,(606) 776-5766,6/28/2024,Meat Processing; Poultry Processing; Poultry Slaughter,,90,9008,Very Small,38.21071402,-83.52310204,Rowan County,21205
6167352,M1942,Premium Foods LLC,,8620 S Regency Dr. ,Tulsa,OK,74131,(918) 619-6014,11/22/2023,Meat Processing,,40,4042,Very Small,36.04161301,-96.08643303,Creek County,40037
3786,M19433+P19433,Ambassador Meat Dist. Inc.,,2856 Guinotte ,Kansas City,MO,64120,(816) 483-6350,7/22/2021,Meat Processing; Poultry Processing,Epicurean's Choice Foods; Heartland Fresh Foods,35,3507,Small,39.119651,-94.54716198,Jackson County,29095
3496,M19435+P19435+V19435,Monogram Foods,,710 S. Hwy. 59 ,Denison,IA,51442,,1/4/2022,Certification - Export; Meat Processing; Poultry Processing,Monogram Quality Foods,25,2518,Small,42.00915001,-95.36364199,Crawford County,19047
5520,M19439+P19439,"Fiore Di Pasta, Inc.",,4776 E. Jensen Avenue ,Fresno,CA,93725,(559) 224-2110,6/11/2017,Meat Processing; Poultry Processing,,05,0512,Small,36.706417,-119.738548,Fresno County,06019
4401,M19440+P19440,Narvaez Beef Processing Plant,,217 South Zapata Highway ,Laredo,TX,78046,(713) 547-4621,1/2/2024,Meat Processing,,40,4031,Very Small,27.49519134,-99.46988227,Webb County,48479
3787,M19444+P19444+V19444,"Nor-Am Cold Storage, Inc",,3416 S. 2nd Street ,Saint Joseph,MO,64504,(816) 232-9535,6/21/2012,Certification - Export; Food Inspection; Identification - Meat,Nor-Am Ice and Cold Storage,35,3506,N / A,39.73399023,-94.86095486,Buchanan County,29021
126979,M19449+P19449,Blount Fine Foods,018573949,383 Water Street ,Warren,RI,02885,,6/4/2020,Meat Processing; Poultry Processing,,60,6029,Small,41.727256,-71.28531897,Bristol County,44001
7984,M19449A+P19449A,Blount Fine Foods,,630 Currant Road ,Fall River,MA,02720,,6/8/2020,Meat Processing; Poultry Processing,Blount Fine Foods,60,6029,Large,41.74269455,-71.10640901,Bristol County,25005
6167508,M1945+V1945,Reedy Creek Meat Co.,,204 Washington St. ,Vidalia,GA,30474,(912) 386-4625,5/3/2024,Certification - Export; Meat Processing; Meat Slaughter,N/A,85,8509,Very Small,32.21630498,-82.402858,Toombs County,13279
6315,M19451A+P19451A+V19451A,Apex Cold Storage Co.,,3400 Industry Drive East Suite A,Fife,WA,98424,(253) 926-1050,10/6/2020,Identification - Meat; Identification - Poultry,Apex Cold Storage,15,1526,N / A,47.23790602,-122.381739,Pierce County,53053
5869,M19453+P19453,Soup Bases Loaded,,2355 E. Francis Street ,Ontario,CA,91761,(909) 230-7575,4/8/2022,Meat Processing; Poultry Processing,,05,0525,Very Small,34.04133066,-117.6007574,San Bernardino County,06071
6906,M19455+P19455,"Dickinson & Son 84 Packing Co., Inc.",25-1476686,1949 Route 136 ,Eighty Four,PA,15330,(724) 222-9045,6/4/2018,Meat Processing; Meat Slaughter; Poultry Processing; Poultry Slaughter,,60,6013,Very Small,40.18017201,-80.118982,Washington County,42125
6167354,M1946+P1946,Tutta Bella Culinary,126463295,660 South Industrial Way ,Seattle,WA,98018,(206) 722-6400,12/5/2023,Meat Processing; Poultry Processing,,15,1526,Small,47.566671,-122.324956,King County,53033
6907,M19472+P19472,"Philly's Best Steak Company, Inc.",959657149,619 Industrial Park Drive ,Yeadon,PA,19050,(610) 259-6000,7/19/2021,Meat Processing; Poultry Processing,,60,6022,Very Small,39.93846701,-75.26106,Delaware County,42045
6162256,M19472A+P19472A+V19472A,"Philly's Best Steak Co., Inc.",959657149,610 Industrial Park Drive ,Yeadon,PA,19050,(610) 259-6000,3/21/2018,Certification - Export,,60,6022,,39.93713399,-75.26246397,Delaware County,42045
2952,M19476+P19476+V19476,"A.N. Deringer, Inc.",,438 Griffith Ave. ,Sweetgrass,MT,59484,(406) 335-2342,5/5/2016,Certification - Export; Identification - Meat; Identification - Poultry,"A.N. Deringer, Inc.",15,1515,N / A,48.9967246,-111.9680263,Toole County,30101
4405,M19478,"ABF Packing, Inc.",,8758 S. US HWY 377 ,Dublin,TX,76446,(254) 968-4919,7/20/2021,Meat Processing; Meat Slaughter,,40,4025,Small,32.171022,-98.27900203,Erath County,48143
7007,M1947A+P1947A,Halperns' Steak and Seafood Company LLC,556084254,4175 Davis Creek Court ,Kalamazoo,MI,49001,(708) 973-1586,10/15/2021,Meat Processing; Poultry Processing,,50,5034,Small,42.24803299,-85.53505401,Kalamazoo County,26077
6167753,M1948,"Five Goods, Inc.",,239 54th Avenue ,Long Island City,NY,11101,(718) 628-6200,10/31/2024,Meat Processing,,60,6017,Very Small,40.74085503,-73.95832566,Queens County,36081
2172,M19490+P19490,Lake Erie Frozen Foods Mfg. Co.,,1830 Orange Rd. ,Ashland,OH,44805,,8/17/2021,Meat Processing; Poultry Processing,,50,5011,Very Small,40.88742602,-82.30273298,Ashland County,39005
6167356,M1950,Provident Meat Company,,1000 S 3200 W ,Fillmore,UT,84631,(435) 621-5504,1/16/2025,Meat Processing; Meat Slaughter,,15,15UT,Very Small,39.0370086,-112.4098174,Millard County,49027
1478,M19504+P19504,"Advance Pierre Foods, Inc",,1585 West Forest Grove Road ,Vineland,NJ,08360,(580) 548-7226,11/10/2020,Meat Processing; Poultry Processing,"Advance Brands LLC; Advance Food Company, Inc.; Allied Specialty Foods; Allied Steaks; Barber Foods; Chef's Pantry; Cloverdale Farms Inc.; Zartic, LLC",80,8013,Small,39.52682801,-75.05268798,Cumberland County,34011
765,M19511+P19511,"Wilkes Abattoir, LLC",,347 Thomas Street ,North Wilkesboro,NC,28659,(336) 667-1346,7/15/2021,Meat Processing; Meat Slaughter; Poultry Slaughter,Apple Brandy Prime Cuts,80,80NC,Very Small,36.19302883,-81.15568529,Wilkes County,37193
6165785,M19511A+P19511A,"Wilkes Abattoir, LLC",,106 Chestnut Street ,N. Wilkesboro,NC,28659,,10/6/2021,Meat Processing,Apple Brandy Prime Cuts,80,80NC,Very Small,36.16246417,-81.13558766,Wilkes County,37193
6167510,M1952+P1952,Art Gourmet Catering Corp,036035162,1120 Main Street ,Tewksbury,MA,01876,(617) 230-9448,4/11/2024,Meat Processing; Poultry Processing,Art Gourmet,60,6008,Very Small,42.60998507,-71.22973103,Middlesex County,25017
1479,M19520,O. K. Food Products,,Rathbone Avenue ,Valatie,NY,12184,(518) 758-2491,5/11/2013,Meat Processing,,60,6003,Very Small,42.41498036,-73.68107125,Columbia County,36021
4533,M19523+P19523,Simmons' Barbecue Inc,,2200 Gilbreath Street ,Guntersville,AL,35976,(256) 582-7675,10/7/2020,Meat Processing; Poultry Processing,,90,9010,Very Small,34.34789999,-86.30301496,Marshall County,01095
7487,M19527+P19527,"Five Star Food Products, Inc.",,999 South Oyster Bay Road Building 400,Bethpage,NY,11714,(516) 868-0300,7/22/2021,Meat Processing; Poultry Processing,,60,6017,Small,40.75634139,-73.49862404,Nassau County,36059
2175,M19536+P19536,"J.E.S. Foods, Inc.",,1800 Industrial Dr. ,Celina,OH,45822,(419) 586-7446,12/5/2011,Meat Processing; Poultry Processing,,50,5032,Very Small,40.55767801,-84.54587897,Mercer County,39107
6320,M19539+V19539,"Mclane Foodservice Distribution, Inc.",,4301 West Valley Hwy Suite 400,Sumner,WA,98390,(253) 891-6943,10/6/2020,Certification - Export; Identification - Meat; Identification - Poultry,,15,1526,N / A,47.218302,-122.250343,Pierce County,53053
4406,M19541,Mineola Packing Co. Inc.,,906 East Broad Street ,Mineola,TX,75773,(903) 569-5355,7/16/2021,Meat Processing; Meat Slaughter,,40,4027,Small,32.65994399,-95.47697304,Wood County,48499
9691,M19545A+P19545A,Integrity Foods Inc.,,525 Old Hull Road ,Athens,GA,30601,(706) 286-7992,10/8/2019,Meat Processing; Poultry Processing,BCK Foods; Cedar Creek; Down Home Foods; Family Favorites; Food City; Hardin Family Farm; Ingles; Kids' Favorites; Kikiri Quirch; Mountain Valley Farms; Mulberry Farms; Pico Amarillo; Select Servings; Special Value; Sugar Hill Farms,85,85GA,Small,33.98215899,-83.34455099,Clarke County,13059
3497,M19549,Elkhorn Valley Packing LLC,,101 N. Central ,Harper,KS,67058,(620) 896-2300,7/13/2021,Meat Processing,L Grant & Sons INC,35,3509,Small,37.297074,-98.02560997,Harper County,20077
8182,M19549A,Elkhorn Valley Packing LLC,,1509 East 16th Street ,Wellington,KS,67152,(620) 326-3443,5/9/2022,Meat Processing; Meat Slaughter,L. Grant & Sons LLC,35,3509,Small,37.27593799,-97.38104899,Sumner County,20191
13782,M19555+P19555+V19555,US Import Meat Inspection,,410 Elm St ,Sweetgrass,MT,59484,(406) 335-2980,2/7/1972,Certification - Export; Identification - Meat; Identification - Poultry,,15,1515,N / A,48.99459107,-111.9692956,Toole County,30101
2727,M19562+P19562,Country Home Processing LLC,,657 Illinois RT 15 ,Albion,IL,62806,(618) 445-3822,9/25/2020,Meat Processing; Meat Slaughter,Langdon Locker LLC,50,50IL,Very Small,38.38095999,-88.03204996,Edwards County,17047
12840,M19566+P19566,Alex's Meat & Provisions,,5600 1st Avenue  Unit B-16,Brooklyn,NY,11220,(718) 238-8807,8/2/2021,Meat Processing; Poultry Processing,,60,6024,Small,40.64741248,-74.02248142,Kings County,36047
1481,M19566A+P19566A,Mr. Pierogi,,126 12th St ,Brooklyn,NY,11215,(718) 499-7821,8/2/2021,Meat Processing; Poultry Processing,,60,6024,Small,40.66997242,-73.99339823,Kings County,36047
2555,M1957+P2057,Chicago Meat Authority,,1120 W. 47th Place ,Chicago,IL,60609,(773) 254-3811,8/17/2021,Meat Processing; Poultry Processing,,50,5003,Small,41.808107,-87.65380099,Cook County,17031
4087,M19575+P19575,"Boar's Head Provisions Co., Inc.",,2530 West Broadway ,Forrest City,AR,72335,(870) 630-1638,9/1/2017,Meat Processing; Poultry Processing,,35,3513,Small,34.9960796,-90.81377052,St. Francis County,05123
12973,M1957A+P1957A,Chicago Meat Authority,,1100 W. 48th Street ,Chicago,IL,60609,(773) 254-3811,8/17/2021,Meat Processing; Poultry Processing,,50,5003,Small,41.8070151,-87.65285966,Cook County,17031
6913,M19596+P19596,Christian Aid Ministries,34-1344364,2412 Division Hwy ,Ephrata,PA,17522,(717) 354-2434,8/10/2012,Meat Processing; Poultry Processing,,60,6023,Very Small,40.141622,-76.10576096,Lancaster County,42071
4168,M1960+P13389,"Isabella Foods, Inc.",,1133 Barranca Drive ,El Paso,TX,79935,(915) 590-1899,7/11/2021,Meat Processing; Poultry Processing,,40,4022,Very Small,31.74925402,-106.334431,El Paso County,48141
3500,M19603ERR+V19603,Nebraska Cold Storage,,600 East 39th Street ,Hastings,NE,68901,(402) 461-4442,1/8/2019,Certification - Export; Identification - Meat; Identification - Poultry,,15,1512,Very Small,40.62235801,-98.374661,Adams County,31001
6914,M19605+P19605+G1616,"Papetti's Hygrade Egg Products, Inc.",007266158,68 Spain Road ,Klingerstown,PA,17941,(570) 425-2910,10/11/2017,Egg Product; Meat Processing; Poultry Processing,,60,6040,Small,40.66036298,-76.69681497,Schuylkill County,42107
7303,M19606,Grandpapa's Inc.,,6500 East Davison Street ,Detroit,MI,48212,(313) 891-6660,7/20/2023,Meat Processing,,50,5034,Very Small,42.422535,-83.03511501,Wayne County,26163
4411,M19617+P19617+V19617,"Pederson's Natural Farms, INC.",,1207 South Rice Street ,Hamilton,TX,76531,(254) 386-4790,7/15/2021,Meat Processing; Poultry Processing; Voluntary Processing - Meat; Voluntary Processing - Poultry,,40,4033,Small,31.691173,-98.13109899,Hamilton County,48193
7009,M1962+P1962,"Perry Way Foods, LLC",,1222 Perry Way ,Watertown,WI,53094,(920) 261-1053,9/23/2016,Meat Processing; Meat Slaughter; Poultry Processing,"Johnsonville Sausage, LLC; Perri Sausage Company; Perri Sausage, Inc.; Sustainable Swine Resources",25,2530,Small,43.17704802,-88.75601899,Jefferson County,55055
4534,M19636+P19636,Tyson Foods Inc,,2800 E. Tyson Dr. ,Union City,TN,38261,(731) 886-4700,3/28/2017,Poultry Processing; Poultry Slaughter,Houston Farms; Prospect Farms; Tyson Farms Inc,90,9023,Large,36.41972599,-89.00994196,Obion County,47131
6167364,M1964,Renner Corner Jerky,,25792 Lindbergh Lane ,Renner,SD,57055,(605) 332-0214,7/22/2024,Meat Processing,,25,2535,Very Small,43.64926046,-96.71329586,Minnehaha County,46099
4767,M19644+P19644,"Vergos International Products, Inc",,355 North Main Street ,Memphis,TN,38103,(901) 522-8840,7/15/2021,Meat Processing; Poultry Processing,Charlie Vergos Rendezvous,90,9023,Very Small,35.15446098,-90.04941304,Shelby County,47157
7305,M19646+P19646,"Bernatello's Pizza, Inc.",,1601 Hyland Avenue ,Kaukauna,WI,54130,(920) 766-9930,1/8/2016,Meat Processing; Poultry Processing,"Bernatello's Pizza; Five Star Frozen Foods, Inc.; Orv's Pizza",25,2524,Small,44.295677,-88.260516,Outagamie County,55087
6167527,M1965,WRJ Meats and Custom Cuts,,3786 Avant Road ,Blackshear,GA,31516,(912) 807-3456,4/18/2024,Meat Processing; Meat Slaughter,N/A,85,8509,Very Small,31.23926729,-82.22821393,Pierce County,13229
5059,M19652+P19652,Swift Beef Company,,920 North 7th Avenue ,Greeley,CO,80631,(720) 314-9043,2/22/2022,Meat Processing; Poultry Processing,JBS Greeley Value Added Inc; JBS USA LLC; Swift Beef Company,15,1521,Small,40.44389401,-104.68828,Weld County,08123
2183,M19665+P19665,"E-Z Shop Kitchen, Inc.",,501 Chestnut St. ,Fremont,OH,43420,(419) 334-2667,8/30/2021,Meat Processing; Poultry Processing,,50,5011,Very Small,41.34968517,-83.10218943,Sandusky County,39143
6167368,M1968,"Big Creek Farm, LLC",959157053,8468 T. E. Rogers Rd ,Laurel Hill,FL,32567,(850) 621-3135,8/3/2023,Meat Processing,N/A,85,8523,Very Small,30.98833198,-86.48247302,Okaloosa County,12091
529,M19682+P19682,LSG Sky Chefs,,8680 Bear Road ,Orlando,FL,32827,(407) 851-7590,9/14/2020,Meat Processing; Poultry Processing,LSG Sky Foods,85,8527,Small,28.44204802,-81.31650803,Orange County,12095
1489,M19690+P19690+V19690,"Atlantic Coast Freezers, LLC",014404956,2192 NW Blvd. ,Vineland,NJ,08360,(856) 696-1779,2/15/2022,Certification - Export; Identification - Meat; Identification - Poultry; Meat Processing; Poultry Processing,,80,8013,Small,39.51807894,-75.02504684,Cumberland County,34011
3502,M19692+P19692,"AdvancePierre Foods, Inc.",,4929 East Willow ,Enid,OK,73701,(580) 616-4208,9/30/2020,Meat Processing; Poultry Processing,"Advance Food Company, Inc.; Barber Foods; Chef's Pantry; Clovervale Farms, Inc.; Original Philly Cheesesteak Co.",40,4042,Small,36.4194327,-97.80814353,Garfield County,40047
4768,M19693,"Birmingham Dreamland, Inc.",,3314 Old Shell Road ,Mobile,AL,36607,(334) 479-9898,4/8/2015,Meat Processing,,90,9009,Very Small,30.69900599,-88.12318203,Mobile County,01097
770,M19697+P19697+V19697,"Chaudhry Meat Company, Inc.",,380 Stock Yard Road ,Siler City,NC,27344,(919) 742-9292,10/6/2021,Meat Processing; Meat Slaughter; Poultry Processing; Poultry Slaughter,Chaudhry Halal Meats; Chaudhry Zabihah Meats,80,8010,Small,35.7396042,-79.49876341,Chatham County,37037
6167516,M1970+P1970,Chops and Steaks LLC,,1463 Finnegan Lane Unit ,North Brunswick,NJ,08902,(732) 658-3553,10/10/2023,Meat Processing; Poultry Processing,,80,8012,N / A,40.44016699,-74.527878,Middlesex County,34023
6167371,M1971,Wanchese Fish Company,,675 Jefferson Ave ,Newport News,VA,23607,(757) 909-5986,10/24/2023,Meat Processing,,80,8019,N / A,36.96878339,-76.41405398,Newport News City,51700
3798,M19710+P19710+V19710,"Golden Phoenix International Foods., Inc.",,706 Park Ave ,St. Louis,MO,63104,(314) 588-9888,2/12/2013,Certification - Export; Identification - Meat; Identification - Poultry; Meat Processing; Poultry Processing,,35,3511,Very Small,38.61258998,-90.198209,St. Louis city,29510
